StudentId,CollageId,Semester,Year,FieldName,SubjectId,Marks
57,137,8,2024,mid1,4,28.05
57,149,3,2024,mid1,5,5.64
57,144,3,2024,mid1,6,61.16
57,109,5,2024,mid1,7,99.39
57,140,8,2024,mid1,8,76.80
57,120,5,2024,mid1,9,9.47
57,101,3,2024,mid1,10,44.24
57,124,6,2024,mid2,1,58.91
57,150,2,2024,mid2,2,74.29
57,149,3,2024,mid2,3,69.38
57,110,7,2024,mid2,4,45.86
57,112,6,2024,mid2,5,97.64
57,108,5,2024,mid2,6,2.50
57,114,3,2024,mid2,7,50.53
57,130,5,2024,mid2,8,66.05
57,112,5,2024,mid2,9,59.25
57,135,4,2024,mid2,10,50.30
57,132,5,2024,mid3,1,81.61
57,150,1,2024,mid3,2,82.07
57,119,6,2024,mid3,3,30.22
57,123,1,2024,mid3,4,91.86
57,125,3,2024,mid3,5,11.05
57,116,2,2024,mid3,6,45.56
57,105,4,2024,mid3,7,90.30
57,142,7,2024,mid3,8,45.34
57,141,5,2024,mid3,9,16.66
57,102,4,2024,mid3,10,35.46
57,107,6,2024,Attendance,1,40.79
57,130,8,2024,Attendance,2,61.44
57,116,2,2024,Attendance,3,52.36
57,135,5,2024,Attendance,4,32.66
57,110,5,2024,Attendance,5,68.97
57,131,4,2024,Attendance,6,37.29
57,109,6,2024,Attendance,7,47.30
57,148,7,2024,Attendance,8,64.54
57,111,5,2024,Attendance,9,50.79
57,142,5,2024,Attendance,10,88.15
57,141,2,2024,Assignment,1,4.50
57,108,3,2024,Assignment,2,14.48
57,138,2,2024,Assignment,3,75.63
57,117,6,2024,Assignment,4,29.42
57,120,6,2024,Assignment,5,97.02
57,119,1,2024,Assignment,6,58.97
57,149,2,2024,Assignment,7,3.06
57,138,7,2024,Assignment,8,79.01
57,143,3,2024,Assignment,9,86.01
57,149,8,2024,Assignment,10,94.60
58,104,6,2024,mid1,1,71.09
58,130,8,2024,mid1,2,40.93
58,106,7,2024,mid1,3,26.66
58,118,8,2024,mid1,4,58.32
58,150,3,2024,mid1,5,60.94
58,128,3,2024,mid1,6,99.10
58,128,6,2024,mid1,7,5.66
58,137,5,2024,mid1,8,18.41
58,112,6,2024,mid1,9,85.43
58,129,3,2024,mid1,10,27.00
58,134,3,2024,mid2,1,58.42
58,140,1,2024,mid2,2,40.81
58,124,1,2024,mid2,3,57.55
58,107,7,2024,mid2,4,82.20
58,140,2,2024,mid2,5,47.02
58,149,4,2024,mid2,6,62.01
58,141,8,2024,mid2,7,1.06
58,147,2,2024,mid2,8,36.54
58,119,2,2024,mid2,9,35.62
58,107,8,2024,mid2,10,83.49
58,102,3,2024,mid3,1,95.93
58,138,8,2024,mid3,2,39.52
58,120,7,2024,mid3,3,40.40
58,104,8,2024,mid3,4,92.97
58,104,5,2024,mid3,5,5.23
58,113,5,2024,mid3,6,17.93
58,128,5,2024,mid3,7,50.04
58,105,2,2024,mid3,8,65.71
58,116,8,2024,mid3,9,20.28
58,108,8,2024,mid3,10,42.74
58,120,7,2024,Attendance,1,35.94
58,144,8,2024,Attendance,2,42.41
58,133,5,2024,Attendance,3,31.34
58,142,4,2024,Attendance,4,29.64
58,125,8,2024,Attendance,5,40.07
58,101,6,2024,Attendance,6,42.87
58,112,3,2024,Attendance,7,51.69
58,131,6,2024,Attendance,8,22.18
58,108,7,2024,Attendance,9,46.23
58,138,7,2024,Attendance,10,11.47
58,146,3,2024,Assignment,1,11.38
58,150,2,2024,Assignment,2,89.64
58,148,7,2024,Assignment,3,46.14
58,116,6,2024,Assignment,4,91.94
58,147,2,2024,Assignment,5,71.11
58,122,3,2024,Assignment,6,76.52
58,146,7,2024,Assignment,7,68.22
58,127,2,2024,Assignment,8,56.72
58,140,1,2024,Assignment,9,93.64
58,130,2,2024,Assignment,10,20.07
59,141,2,2024,mid1,1,8.18
59,128,7,2024,mid1,2,13.23
59,137,2,2024,mid1,3,91.39
59,114,5,2024,mid1,4,73.77
59,137,5,2024,mid1,5,38.39
59,132,1,2024,mid1,6,76.67
59,103,7,2024,mid1,7,46.59
59,111,1,2024,mid1,8,15.88
59,119,3,2024,mid1,9,71.06
59,110,7,2024,mid1,10,40.00
59,125,2,2024,mid2,1,21.88
59,150,6,2024,mid2,2,86.51
59,131,8,2024,mid2,3,53.44
59,131,8,2024,mid2,4,15.99
59,103,5,2024,mid2,5,59.26
59,114,7,2024,mid2,6,34.99
59,140,6,2024,mid2,7,41.37
59,110,1,2024,mid2,8,48.34
59,131,4,2024,mid2,9,51.05
59,124,1,2024,mid2,10,10.97
59,133,8,2024,mid3,1,81.35
59,105,7,2024,mid3,2,46.34
59,117,8,2024,mid3,3,3.95
59,111,3,2024,mid3,4,25.85
59,127,3,2024,mid3,5,48.73
59,112,8,2024,mid3,6,73.07
59,107,8,2024,mid3,7,10.12
59,105,4,2024,mid3,8,92.63
59,101,8,2024,mid3,9,18.61
59,101,4,2024,mid3,10,61.01
59,118,4,2024,Attendance,1,42.10
59,111,6,2024,Attendance,2,51.04
59,104,5,2024,Attendance,3,7.42
59,134,8,2024,Attendance,4,13.17
59,142,5,2024,Attendance,5,74.71
59,132,2,2024,Attendance,6,23.42
59,108,8,2024,Attendance,7,95.99
59,124,3,2024,Attendance,8,41.91
59,140,5,2024,Attendance,9,34.97
59,101,1,2024,Attendance,10,63.26
59,115,6,2024,Assignment,1,32.24
59,117,8,2024,Assignment,2,82.90
59,136,3,2024,Assignment,3,61.11
59,110,2,2024,Assignment,4,28.71
59,142,8,2024,Assignment,5,83.15
59,146,6,2024,Assignment,6,20.05
59,147,1,2024,Assignment,7,21.38
59,123,3,2024,Assignment,8,7.43
59,113,6,2024,Assignment,9,79.88
59,149,6,2024,Assignment,10,93.81
60,143,4,2024,mid1,1,59.17
60,139,5,2024,mid1,2,8.66
60,141,8,2024,mid1,3,25.63
60,111,5,2024,mid1,4,13.28
60,105,7,2024,mid1,5,14.15
60,126,3,2024,mid1,6,37.42
60,101,3,2024,mid1,7,28.87
60,132,4,2024,mid1,8,92.59
60,102,1,2024,mid1,9,41.34
60,120,3,2024,mid1,10,69.55
60,129,6,2024,mid2,1,20.85
60,130,8,2024,mid2,2,19.91
60,144,6,2024,mid2,3,57.93
60,126,3,2024,mid2,4,30.04
60,120,5,2024,mid2,5,67.82
60,104,7,2024,mid2,6,8.09
60,102,6,2024,mid2,7,82.72
60,135,7,2024,mid2,8,46.36
60,147,6,2024,mid2,9,58.17
60,116,7,2024,mid2,10,78.56
60,131,8,2024,mid3,1,17.15
60,135,7,2024,mid3,2,31.05
60,107,8,2024,mid3,3,86.88
60,109,1,2024,mid3,4,24.90
60,105,6,2024,mid3,5,29.48
60,111,5,2024,mid3,6,93.33
60,133,4,2024,mid3,7,33.22
60,120,6,2024,mid3,8,40.11
60,143,4,2024,mid3,9,87.47
60,119,7,2024,mid3,10,62.53
60,137,3,2024,Attendance,1,86.79
60,104,6,2024,Attendance,2,52.57
60,127,3,2024,Attendance,3,95.05
60,102,3,2024,Attendance,4,59.96
60,117,7,2024,Attendance,5,24.99
60,104,2,2024,Attendance,6,21.95
60,103,3,2024,Attendance,7,73.87
60,113,3,2024,Attendance,8,65.96
60,102,1,2024,Attendance,9,31.85
60,143,5,2024,Attendance,10,84.98
60,120,7,2024,Assignment,1,69.28
60,107,4,2024,Assignment,2,59.99
60,145,2,2024,Assignment,3,84.36
60,122,2,2024,Assignment,4,10.30
60,113,6,2024,Assignment,5,91.66
60,111,8,2024,Assignment,6,46.74
60,122,2,2024,Assignment,7,40.35
60,140,7,2024,Assignment,8,77.53
60,101,4,2024,Assignment,9,38.16
60,139,8,2024,Assignment,10,32.94
61,134,3,2024,mid1,1,17.04
61,126,5,2024,mid1,2,50.46
61,143,8,2024,mid1,3,14.42
61,150,7,2024,mid1,4,13.47
61,123,1,2024,mid1,5,14.49
61,134,6,2024,mid1,6,85.57
61,118,6,2024,mid1,7,26.24
61,128,4,2024,mid1,8,84.33
61,107,1,2024,mid1,9,52.41
61,117,6,2024,mid1,10,44.67
61,120,6,2024,mid2,1,15.65
61,149,1,2024,mid2,2,24.54
61,105,2,2024,mid2,3,93.70
61,132,1,2024,mid2,4,10.76
61,145,5,2024,mid2,5,55.94
61,131,3,2024,mid2,6,46.13
61,136,4,2024,mid2,7,3.98
61,124,4,2024,mid2,8,53.08
61,110,6,2024,mid2,9,48.99
61,130,4,2024,mid2,10,34.54
61,144,1,2024,mid3,1,90.95
61,108,5,2024,mid3,2,82.42
61,132,2,2024,mid3,3,89.11
61,123,3,2024,mid3,4,57.06
61,104,2,2024,mid3,5,78.52
61,108,2,2024,mid3,6,26.29
61,136,5,2024,mid3,7,90.31
61,143,4,2024,mid3,8,3.80
61,108,5,2024,mid3,9,97.31
61,133,5,2024,mid3,10,77.81
61,128,6,2024,Attendance,1,37.88
61,104,4,2024,Attendance,2,97.66
61,140,4,2024,Attendance,3,56.64
61,108,5,2024,Attendance,4,55.14
61,123,7,2024,Attendance,5,26.85
61,135,8,2024,Attendance,6,53.63
61,118,4,2024,Attendance,7,9.88
61,101,1,2024,Attendance,8,80.14
61,121,2,2024,Attendance,9,15.68
61,141,8,2024,Attendance,10,92.51
61,119,4,2024,Assignment,1,44.57
61,139,4,2024,Assignment,2,82.41
61,134,1,2024,Assignment,3,72.64
61,116,8,2024,Assignment,4,44.47
61,107,5,2024,Assignment,5,18.87
61,101,5,2024,Assignment,6,3.68
61,139,3,2024,Assignment,7,92.06
61,105,8,2024,Assignment,8,41.25
61,134,4,2024,Assignment,9,92.45
61,143,8,2024,Assignment,10,94.79
62,134,1,2024,mid1,1,90.88
62,118,5,2024,mid1,2,87.87
62,109,1,2024,mid1,3,90.34
62,107,5,2024,mid1,4,89.80
62,104,2,2024,mid1,5,85.96
62,141,6,2024,mid1,6,2.48
62,149,4,2024,mid1,7,67.78
62,107,2,2024,mid1,8,32.14
62,146,8,2024,mid1,9,55.53
62,107,7,2024,mid1,10,61.34
62,118,5,2024,mid2,1,90.76
62,109,8,2024,mid2,2,13.08
62,121,7,2024,mid2,3,54.93
62,146,3,2024,mid2,4,2.17
62,117,7,2024,mid2,5,35.77
62,103,1,2024,mid2,6,8.15
62,138,2,2024,mid2,7,33.70
62,134,5,2024,mid2,8,10.87
62,140,4,2024,mid2,9,75.88
62,127,1,2024,mid2,10,58.23
62,122,8,2024,mid3,1,15.79
62,118,6,2024,mid3,2,15.76
62,110,6,2024,mid3,3,40.27
62,123,3,2024,mid3,4,14.28
62,121,6,2024,mid3,5,43.05
62,140,3,2024,mid3,6,35.81
62,102,4,2024,mid3,7,25.16
62,150,3,2024,mid3,8,19.25
62,147,5,2024,mid3,9,90.10
62,146,2,2024,mid3,10,35.84
62,111,6,2024,Attendance,1,73.57
62,137,2,2024,Attendance,2,20.21
62,148,5,2024,Attendance,3,22.31
62,112,1,2024,Attendance,4,15.30
62,101,6,2024,Attendance,5,87.82
62,127,3,2024,Attendance,6,29.01
62,136,6,2024,Attendance,7,8.10
62,108,7,2024,Attendance,8,37.53
62,102,2,2024,Attendance,9,74.76
62,145,6,2024,Attendance,10,32.61
62,142,3,2024,Assignment,1,13.82
62,150,6,2024,Assignment,2,2.06
62,113,6,2024,Assignment,3,76.45
62,146,8,2024,Assignment,4,91.28
62,109,6,2024,Assignment,5,12.31
62,120,2,2024,Assignment,6,80.20
62,139,1,2024,Assignment,7,21.90
62,114,1,2024,Assignment,8,39.15
62,119,1,2024,Assignment,9,37.34
62,137,7,2024,Assignment,10,93.08
63,134,6,2024,mid1,1,51.56
63,130,8,2024,mid1,2,86.75
63,109,2,2024,mid1,3,0.84
63,104,6,2024,mid1,4,82.06
63,124,3,2024,mid1,5,81.04
63,124,1,2024,mid1,6,2.90
63,108,8,2024,mid1,7,24.01
63,144,5,2024,mid1,8,57.33
63,112,8,2024,mid1,9,90.14
63,134,8,2024,mid1,10,65.57
63,135,6,2024,mid2,1,23.71
63,115,6,2024,mid2,2,17.14
63,137,7,2024,mid2,3,33.47
63,148,7,2024,mid2,4,44.12
63,127,3,2024,mid2,5,98.08
63,120,6,2024,mid2,6,22.55
63,141,7,2024,mid2,7,17.25
63,104,1,2024,mid2,8,66.53
63,121,8,2024,mid2,9,45.26
63,149,8,2024,mid2,10,23.94
63,130,5,2024,mid3,1,1.12
63,127,7,2024,mid3,2,56.69
63,136,6,2024,mid3,3,86.63
63,139,8,2024,mid3,4,76.12
63,131,1,2024,mid3,5,64.46
63,136,5,2024,mid3,6,59.63
63,142,8,2024,mid3,7,68.78
63,141,6,2024,mid3,8,67.14
63,141,5,2024,mid3,9,26.21
63,130,3,2024,mid3,10,17.43
63,139,4,2024,Attendance,1,42.27
63,125,6,2024,Attendance,2,89.07
63,142,4,2024,Attendance,3,93.80
63,112,4,2024,Attendance,4,49.76
63,146,3,2024,Attendance,5,58.33
63,140,5,2024,Attendance,6,10.18
63,127,7,2024,Attendance,7,76.89
63,139,5,2024,Attendance,8,99.86
63,130,2,2024,Attendance,9,77.87
63,117,5,2024,Attendance,10,56.95
63,145,4,2024,Assignment,1,76.28
63,128,3,2024,Assignment,2,32.55
63,113,7,2024,Assignment,3,89.50
63,144,8,2024,Assignment,4,81.25
63,147,7,2024,Assignment,5,8.28
63,150,2,2024,Assignment,6,5.03
63,114,6,2024,Assignment,7,82.83
63,142,4,2024,Assignment,8,30.63
63,111,6,2024,Assignment,9,28.57
63,120,1,2024,Assignment,10,47.52
64,139,1,2024,mid1,1,81.54
64,144,4,2024,mid1,2,90.96
64,136,4,2024,mid1,3,59.90
64,130,3,2024,mid1,4,76.18
64,114,7,2024,mid1,5,57.01
64,124,2,2024,mid1,6,69.11
64,138,2,2024,mid1,7,47.40
64,131,7,2024,mid1,8,14.58
64,136,2,2024,mid1,9,16.17
64,109,3,2024,mid1,10,80.22
64,125,4,2024,mid2,1,89.66
64,115,8,2024,mid2,2,46.86
64,101,5,2024,mid2,3,54.24
64,115,3,2024,mid2,4,73.19
64,128,5,2024,mid2,5,40.04
64,135,2,2024,mid2,6,15.75
64,118,2,2024,mid2,7,18.03
64,111,4,2024,mid2,8,47.86
64,143,8,2024,mid2,9,11.97
64,115,3,2024,mid2,10,89.35
64,147,4,2024,mid3,1,90.56
64,133,7,2024,mid3,2,32.83
64,143,8,2024,mid3,3,7.07
64,149,8,2024,mid3,4,76.71
64,150,8,2024,mid3,5,0.67
64,140,7,2024,mid3,6,74.96
64,141,7,2024,mid3,7,12.53
64,127,6,2024,mid3,8,7.39
64,112,8,2024,mid3,9,92.69
64,132,5,2024,mid3,10,4.43
64,146,2,2024,Attendance,1,93.84
64,141,5,2024,Attendance,2,96.11
64,108,8,2024,Attendance,3,77.59
64,115,6,2024,Attendance,4,77.24
64,121,8,2024,Attendance,5,28.77
64,110,3,2024,Attendance,6,50.85
64,124,4,2024,Attendance,7,96.60
64,118,4,2024,Attendance,8,84.02
64,131,3,2024,Attendance,9,75.69
64,105,7,2024,Attendance,10,65.99
64,134,3,2024,Assignment,1,16.58
64,128,5,2024,Assignment,2,75.05
64,124,1,2024,Assignment,3,19.37
64,110,8,2024,Assignment,4,55.38
64,131,1,2024,Assignment,5,76.37
64,114,6,2024,Assignment,6,79.57
64,121,7,2024,Assignment,7,68.96
64,137,8,2024,Assignment,8,9.46
64,133,3,2024,Assignment,9,59.15
64,137,3,2024,Assignment,10,34.70
65,136,3,2024,mid1,1,38.23
65,115,4,2024,mid1,2,59.36
65,124,2,2024,mid1,3,54.99
65,108,3,2024,mid1,4,88.87
65,123,5,2024,mid1,5,59.44
65,146,2,2024,mid1,6,29.38
65,107,6,2024,mid1,7,8.38
65,101,2,2024,mid1,8,26.95
65,104,1,2024,mid1,9,8.69
65,112,5,2024,mid1,10,85.09
65,103,1,2024,mid2,1,32.63
65,135,8,2024,mid2,2,1.93
65,123,3,2024,mid2,3,44.42
65,146,5,2024,mid2,4,18.91
65,101,8,2024,mid2,5,8.66
65,110,5,2024,mid2,6,3.21
65,140,2,2024,mid2,7,62.89
65,124,6,2024,mid2,8,71.61
65,118,4,2024,mid2,9,50.23
65,129,8,2024,mid2,10,26.17
65,122,5,2024,mid3,1,14.13
65,120,8,2024,mid3,2,74.26
65,145,4,2024,mid3,3,4.65
65,131,3,2024,mid3,4,19.57
65,123,3,2024,mid3,5,40.03
65,133,2,2024,mid3,6,30.20
65,135,2,2024,mid3,7,98.68
65,113,6,2024,mid3,8,66.13
65,110,6,2024,mid3,9,36.38
65,119,5,2024,mid3,10,96.24
65,128,3,2024,Attendance,1,34.82
65,129,7,2024,Attendance,2,55.99
65,136,7,2024,Attendance,3,26.27
65,103,2,2024,Attendance,4,51.98
65,112,4,2024,Attendance,5,83.76
65,140,8,2024,Attendance,6,0.05
65,105,4,2024,Attendance,7,5.49
65,115,8,2024,Attendance,8,26.83
65,126,2,2024,Attendance,9,79.05
65,132,5,2024,Attendance,10,13.86
65,141,8,2024,Assignment,1,77.23
65,110,3,2024,Assignment,2,48.88
65,119,1,2024,Assignment,3,0.92
65,109,1,2024,Assignment,4,52.55
65,109,3,2024,Assignment,5,77.64
65,123,4,2024,Assignment,6,98.58
65,126,3,2024,Assignment,7,87.82
65,139,3,2024,Assignment,8,34.37
65,127,2,2024,Assignment,9,47.12
65,103,7,2024,Assignment,10,47.86
66,119,3,2024,mid1,1,34.28
66,109,8,2024,mid1,2,96.87
66,141,3,2024,mid1,3,56.83
66,133,7,2024,mid1,4,30.72
66,128,4,2024,mid1,5,0.20
66,131,3,2024,mid1,6,89.36
66,131,7,2024,mid1,7,67.20
66,142,3,2024,mid1,8,8.00
66,137,7,2024,mid1,9,5.19
66,113,6,2024,mid1,10,95.36
66,149,8,2024,mid2,1,2.37
66,103,1,2024,mid2,2,90.11
66,140,3,2024,mid2,3,53.16
66,121,3,2024,mid2,4,53.96
66,120,3,2024,mid2,5,66.01
66,111,7,2024,mid2,6,17.92
66,129,1,2024,mid2,7,18.61
66,106,1,2024,mid2,8,81.32
66,135,7,2024,mid2,9,60.87
66,112,1,2024,mid2,10,61.52
66,108,2,2024,mid3,1,74.45
66,136,8,2024,mid3,2,14.54
66,128,7,2024,mid3,3,4.49
66,122,6,2024,mid3,4,83.44
66,139,2,2024,mid3,5,22.26
66,114,3,2024,mid3,6,23.52
66,135,8,2024,mid3,7,65.19
66,135,8,2024,mid3,8,71.49
66,104,6,2024,mid3,9,31.77
66,127,7,2024,mid3,10,47.94
66,101,4,2024,Attendance,1,20.95
66,135,3,2024,Attendance,2,61.51
66,144,7,2024,Attendance,3,19.24
66,137,8,2024,Attendance,4,2.72
66,132,8,2024,Attendance,5,40.82
66,109,5,2024,Attendance,6,44.70
66,109,5,2024,Attendance,7,53.44
66,104,3,2024,Attendance,8,39.82
66,116,8,2024,Attendance,9,2.64
66,103,8,2024,Attendance,10,42.13
66,149,7,2024,Assignment,1,21.37
66,139,4,2024,Assignment,2,54.41
66,114,1,2024,Assignment,3,14.40
66,148,3,2024,Assignment,4,60.21
66,137,5,2024,Assignment,5,38.19
66,111,2,2024,Assignment,6,23.86
66,103,5,2024,Assignment,7,64.39
66,101,4,2024,Assignment,8,54.32
66,126,1,2024,Assignment,9,25.69
66,150,4,2024,Assignment,10,27.30
67,129,7,2024,mid1,1,26.57
67,120,1,2024,mid1,2,13.41
67,117,5,2024,mid1,3,1.21
67,149,2,2024,mid1,4,53.07
67,116,7,2024,mid1,5,6.80
67,130,7,2024,mid1,6,85.81
67,121,8,2024,mid1,7,28.62
67,138,7,2024,mid1,8,40.82
67,138,1,2024,mid1,9,97.73
67,105,6,2024,mid1,10,34.90
67,141,4,2024,mid2,1,51.95
67,103,4,2024,mid2,2,6.50
67,134,4,2024,mid2,3,65.87
67,103,1,2024,mid2,4,52.44
67,137,7,2024,mid2,5,62.86
67,129,1,2024,mid2,6,54.91
67,108,7,2024,mid2,7,44.24
67,148,6,2024,mid2,8,85.09
67,126,7,2024,mid2,9,92.02
67,136,8,2024,mid2,10,28.44
67,110,7,2024,mid3,1,70.98
67,145,1,2024,mid3,2,32.45
67,145,1,2024,mid3,3,88.80
67,122,4,2024,mid3,4,28.91
67,136,2,2024,mid3,5,29.68
67,142,3,2024,mid3,6,97.83
67,138,2,2024,mid3,7,57.31
67,138,7,2024,mid3,8,94.30
67,140,6,2024,mid3,9,21.31
67,106,4,2024,mid3,10,13.11
67,140,1,2024,Attendance,1,3.05
67,128,7,2024,Attendance,2,17.82
67,102,3,2024,Attendance,3,21.65
67,107,4,2024,Attendance,4,65.66
67,102,7,2024,Attendance,5,77.44
67,137,7,2024,Attendance,6,99.44
67,127,1,2024,Attendance,7,40.92
67,105,7,2024,Attendance,8,47.31
67,149,1,2024,Attendance,9,25.68
67,146,4,2024,Attendance,10,33.45
67,122,8,2024,Assignment,1,92.77
67,115,8,2024,Assignment,2,52.12
67,128,2,2024,Assignment,3,82.13
67,103,6,2024,Assignment,4,18.09
67,111,8,2024,Assignment,5,59.35
67,132,5,2024,Assignment,6,58.09
67,114,3,2024,Assignment,7,73.46
67,150,5,2024,Assignment,8,53.45
67,104,1,2024,Assignment,9,60.16
67,129,3,2024,Assignment,10,55.01
68,111,1,2024,mid1,1,57.56
68,134,1,2024,mid1,2,57.20
68,144,3,2024,mid1,3,76.93
68,146,3,2024,mid1,4,53.68
68,127,6,2024,mid1,5,20.33
68,125,2,2024,mid1,6,14.30
68,124,8,2024,mid1,7,60.46
68,147,6,2024,mid1,8,67.59
68,150,6,2024,mid1,9,99.25
68,127,2,2024,mid1,10,83.95
68,144,3,2024,mid2,1,47.28
68,111,3,2024,mid2,2,70.13
68,131,6,2024,mid2,3,96.03
68,106,5,2024,mid2,4,90.14
68,148,6,2024,mid2,5,28.02
68,101,1,2024,mid2,6,60.64
68,112,5,2024,mid2,7,17.41
68,138,2,2024,mid2,8,33.39
68,131,2,2024,mid2,9,11.14
68,149,1,2024,mid2,10,74.29
68,116,8,2024,mid3,1,67.71
68,131,3,2024,mid3,2,80.90
68,109,7,2024,mid3,3,57.41
68,144,5,2024,mid3,4,74.79
68,120,4,2024,mid3,5,22.25
68,116,5,2024,mid3,6,41.45
68,140,4,2024,mid3,7,91.86
68,104,5,2024,mid3,8,23.74
68,122,7,2024,mid3,9,15.65
68,114,3,2024,mid3,10,88.43
68,103,1,2024,Attendance,1,97.87
68,124,4,2024,Attendance,2,95.61
68,145,4,2024,Attendance,3,94.87
68,136,6,2024,Attendance,4,54.56
68,109,4,2024,Attendance,5,39.69
68,125,4,2024,Attendance,6,60.92
68,139,5,2024,Attendance,7,17.63
68,136,2,2024,Attendance,8,85.59
68,112,1,2024,Attendance,9,36.94
68,131,5,2024,Attendance,10,80.78
68,114,7,2024,Assignment,1,35.83
68,119,4,2024,Assignment,2,42.35
68,125,5,2024,Assignment,3,53.22
68,141,8,2024,Assignment,4,98.14
68,113,1,2024,Assignment,5,33.05
68,139,3,2024,Assignment,6,78.35
68,134,3,2024,Assignment,7,13.51
68,115,6,2024,Assignment,8,44.97
68,141,4,2024,Assignment,9,41.44
68,132,5,2024,Assignment,10,19.47
69,139,1,2024,mid1,1,14.42
69,112,8,2024,mid1,2,91.02
69,137,1,2024,mid1,3,68.02
69,120,1,2024,mid1,4,9.41
69,138,7,2024,mid1,5,0.05
69,101,1,2024,mid1,6,0.68
69,124,6,2024,mid1,7,67.42
69,134,3,2024,mid1,8,62.44
69,120,7,2024,mid1,9,45.70
69,150,5,2024,mid1,10,1.19
69,125,1,2024,mid2,1,17.84
69,104,2,2024,mid2,2,58.30
69,143,2,2024,mid2,3,77.80
69,105,3,2024,mid2,4,39.06
69,109,3,2024,mid2,5,60.75
69,144,6,2024,mid2,6,22.71
69,117,2,2024,mid2,7,20.41
69,103,1,2024,mid2,8,42.65
69,124,5,2024,mid2,9,11.74
69,115,1,2024,mid2,10,71.90
69,113,1,2024,mid3,1,42.30
69,148,3,2024,mid3,2,10.18
69,110,4,2024,mid3,3,51.74
69,117,3,2024,mid3,4,3.14
69,138,3,2024,mid3,5,5.29
69,105,4,2024,mid3,6,86.11
69,132,6,2024,mid3,7,0.12
69,135,1,2024,mid3,8,25.58
69,137,1,2024,mid3,9,51.38
69,140,3,2024,mid3,10,47.30
69,132,8,2024,Attendance,1,0.21
69,144,8,2024,Attendance,2,59.06
69,146,2,2024,Attendance,3,68.23
69,150,2,2024,Attendance,4,83.67
69,143,7,2024,Attendance,5,73.19
69,137,3,2024,Attendance,6,31.08
69,114,5,2024,Attendance,7,15.93
69,113,2,2024,Attendance,8,29.73
69,135,6,2024,Attendance,9,64.46
69,121,5,2024,Attendance,10,33.35
69,117,8,2024,Assignment,1,49.23
69,144,5,2024,Assignment,2,81.18
69,137,4,2024,Assignment,3,99.86
69,104,2,2024,Assignment,4,37.36
69,101,5,2024,Assignment,5,32.67
69,111,2,2024,Assignment,6,50.45
69,144,4,2024,Assignment,7,15.65
69,107,4,2024,Assignment,8,77.15
69,128,8,2024,Assignment,9,43.25
69,132,1,2024,Assignment,10,89.60
70,135,8,2024,mid1,1,94.76
70,101,4,2024,mid1,2,90.32
70,115,4,2024,mid1,3,59.08
70,112,3,2024,mid1,4,92.23
70,148,6,2024,mid1,5,65.09
70,116,7,2024,mid1,6,82.46
70,102,6,2024,mid1,7,13.97
70,117,5,2024,mid1,8,7.78
70,136,8,2024,mid1,9,1.03
70,112,7,2024,mid1,10,58.34
70,104,1,2024,mid2,1,77.09
70,120,1,2024,mid2,2,10.05
70,127,5,2024,mid2,3,26.06
70,114,7,2024,mid2,4,12.10
70,141,7,2024,mid2,5,9.64
70,105,8,2024,mid2,6,21.58
70,106,4,2024,mid2,7,8.80
70,140,3,2024,mid2,8,49.39
70,111,6,2024,mid2,9,17.58
70,131,2,2024,mid2,10,30.60
70,107,1,2024,mid3,1,30.64
70,115,1,2024,mid3,2,98.23
70,132,8,2024,mid3,3,27.19
70,103,1,2024,mid3,4,16.75
70,125,4,2024,mid3,5,6.72
70,142,2,2024,mid3,6,18.53
70,120,3,2024,mid3,7,27.00
70,120,7,2024,mid3,8,91.73
70,116,5,2024,mid3,9,10.79
70,130,2,2024,mid3,10,51.84
70,133,2,2024,Attendance,1,90.94
70,105,3,2024,Attendance,2,70.77
70,143,1,2024,Attendance,3,84.37
70,118,3,2024,Attendance,4,2.17
70,119,7,2024,Attendance,5,70.60
70,142,8,2024,Attendance,6,73.92
70,136,8,2024,Attendance,7,10.37
70,125,3,2024,Attendance,8,24.10
70,127,8,2024,Attendance,9,31.74
70,121,3,2024,Attendance,10,52.65
70,111,2,2024,Assignment,1,47.53
70,108,8,2024,Assignment,2,93.32
70,143,4,2024,Assignment,3,2.06
70,102,7,2024,Assignment,4,67.46
70,112,4,2024,Assignment,5,73.75
70,111,2,2024,Assignment,6,73.86
70,115,4,2024,Assignment,7,48.04
70,141,8,2024,Assignment,8,24.68
70,115,2,2024,Assignment,9,92.80
70,121,1,2024,Assignment,10,46.11
71,143,1,2024,mid1,1,21.45
71,106,6,2024,mid1,2,87.15
71,133,3,2024,mid1,3,47.95
71,147,8,2024,mid1,4,84.23
71,133,6,2024,mid1,5,3.71
71,103,8,2024,mid1,6,56.09
71,147,7,2024,mid1,7,43.47
71,150,3,2024,mid1,8,32.69
71,107,4,2024,mid1,9,82.74
71,124,2,2024,mid1,10,48.08
71,119,6,2024,mid2,1,96.35
71,136,3,2024,mid2,2,12.87
71,106,6,2024,mid2,3,45.85
71,114,1,2024,mid2,4,22.50
71,102,8,2024,mid2,5,49.52
71,150,7,2024,mid2,6,34.21
71,137,8,2024,mid2,7,75.60
71,118,2,2024,mid2,8,39.91
71,142,1,2024,mid2,9,19.24
71,126,7,2024,mid2,10,27.34
71,126,7,2024,mid3,1,52.63
71,137,8,2024,mid3,2,64.32
71,104,8,2024,mid3,3,60.44
